ID;Categoria;Credito;Entrada;Prazo;Parcela;Administradora;Fundo;Taxa;Seguro;Pago;Disponibilidade;Link_Whats
9025;Imóvel;R$ 79.371,12;R$ 38.250,00;161;R$ 600,26;HS;-;R$ 1.133,87;R$ 53,15;R$ 5.239,04;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209025%29%20com%20Cr%C3%A9dito%20de%20R%24%2079.371%2C12%20e%20Entrada%20de%20R%24%2038.250%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9010;Imóvel;R$ 79.278,80;R$ 38.310,00;141;R$ 719,57;HS;-;R$ 1.132,55;R$ 55,80;R$ 5.520,49;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209010%29%20com%20Cr%C3%A9dito%20de%20R%24%2079.278%2C80%20e%20Entrada%20de%20R%24%2038.310%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9018;Imóvel;R$ 79.259,48;R$ 37.900,00;158;R$ 599,08;HS;-;R$ 1.132,28;R$ 52,06;R$ 2.732,70;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209018%29%20com%20Cr%C3%A9dito%20de%20R%24%2079.259%2C48%20e%20Entrada%20de%20R%24%2037.900%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9057;Imóvel;R$ 79.246,36;R$ 38.290,00;157;R$ 606,14;HS;-;R$ 1.132,09;R$ 52,34;R$ 7.405,43;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209057%29%20com%20Cr%C3%A9dito%20de%20R%24%2079.246%2C36%20e%20Entrada%20de%20R%24%2038.290%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9185;Imóvel;R$ 79.203,25;R$ 38.290,00;155;R$ 618,70;HS;-;R$ 1.131,48;R$ 52,74;R$ 6.733,66;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209185%29%20com%20Cr%C3%A9dito%20de%20R%24%2079.203%2C25%20e%20Entrada%20de%20R%24%2038.290%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9262;Imóvel;R$ 79.166,59;R$ 38.184,00;153;R$ 647,99;HS;-;R$ 1.130,95;R$ 54,53;R$ 8.128,82;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209262%29%20com%20Cr%C3%A9dito%20de%20R%24%2079.166%2C59%20e%20Entrada%20de%20R%24%2038.184%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9337;Imóvel;R$ 79.165,40;R$ 38.245,00;155;R$ 622,70;HS;-;R$ 1.130,93;R$ 53,09;R$ 6.085,75;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209337%29%20com%20Cr%C3%A9dito%20de%20R%24%2079.165%2C40%20e%20Entrada%20de%20R%24%2038.245%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9373;Imóvel;R$ 79.165,40;R$ 38.245,00;155;R$ 608,50;HS;-;R$ 1.130,93;R$ 51,87;R$ 8.135,37;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209373%29%20com%20Cr%C3%A9dito%20de%20R%24%2079.165%2C40%20e%20Entrada%20de%20R%24%2038.245%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9077;Imóvel;R$ 79.151,89;R$ 38.250,00;161;R$ 610,90;HS;-;R$ 1.130,74;R$ 54,10;R$ 4.225,77;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209077%29%20com%20Cr%C3%A9dito%20de%20R%24%2079.151%2C89%20e%20Entrada%20de%20R%24%2038.250%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9009;Imóvel;R$ 79.132,30;R$ 37.950,00;148;R$ 639,29;HS;-;R$ 1.130,46;R$ 52,04;R$ 8.102,82;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209009%29%20com%20Cr%C3%A9dito%20de%20R%24%2079.132%2C30%20e%20Entrada%20de%20R%24%2037.950%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9475;Veículo;R$ 78.942,00;R$ 40.044,00;25;R$ 3.055,86;HS;-;R$ 1.127,74;R$ 67,23;R$ 19.124,58;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209475%29%20com%20Cr%C3%A9dito%20de%20R%24%2078.942%2C00%20e%20Entrada%20de%20R%24%2040.044%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9164;Imóvel;R$ 78.689,12;R$ 38.045,00;113;R$ 717,62;HS;-;R$ 1.124,13;R$ 44,60;R$ 18.332,81;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209164%29%20com%20Cr%C3%A9dito%20de%20R%24%2078.689%2C12%20e%20Entrada%20de%20R%24%2038.045%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9309;Imóvel;R$ 78.526,46;R$ 37.872,00;158;R$ 596,56;HS;-;R$ 1.121,81;R$ 51,84;R$ 6.642,61;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209309%29%20com%20Cr%C3%A9dito%20de%20R%24%2078.526%2C46%20e%20Entrada%20de%20R%24%2037.872%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9402;Imóvel;R$ 78.394,57;R$ 37.872,00;158;R$ 621,03;HS;-;R$ 1.119,92;R$ 53,97;R$ 3.589,96;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209402%29%20com%20Cr%C3%A9dito%20de%20R%24%2078.394%2C57%20e%20Entrada%20de%20R%24%2037.872%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9339;Veículo;R$ 78.212,49;R$ 38.324,00;70;R$ 1.158,50;HS;-;R$ 1.117,32;R$ 71,36;R$ 13.873,18;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209339%29%20com%20Cr%C3%A9dito%20de%20R%24%2078.212%2C49%20e%20Entrada%20de%20R%24%2038.324%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9305;Veículo;R$ 77.674,24;R$ 38.060,00;84;R$ 933,31;HS;-;R$ 1.109,63;R$ 68,99;R$ 16.045,64;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209305%29%20com%20Cr%C3%A9dito%20de%20R%24%2077.674%2C24%20e%20Entrada%20de%20R%24%2038.060%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9432;Imóvel;R$ 77.654,97;R$ 37.872,00;157;R$ 634,23;HS;-;R$ 1.109,36;R$ 54,77;R$ 2.180,71;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209432%29%20com%20Cr%C3%A9dito%20de%20R%24%2077.654%2C97%20e%20Entrada%20de%20R%24%2037.872%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9436;Imóvel;R$ 77.267,67;R$ 37.684,00;162;R$ 591,50;HS;-;R$ 1.103,82;R$ 52,70;R$ 5.203,62;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209436%29%20com%20Cr%C3%A9dito%20de%20R%24%2077.267%2C67%20e%20Entrada%20de%20R%24%2037.684%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9443;Imóvel;R$ 77.267,67;R$ 37.684,00;162;R$ 589,28;HS;-;R$ 1.103,82;R$ 52,50;R$ 5.545,21;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209443%29%20com%20Cr%C3%A9dito%20de%20R%24%2077.267%2C67%20e%20Entrada%20de%20R%24%2037.684%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9388;Veículo;R$ 76.377,42;R$ 37.424,00;98;R$ 829,88;HS;-;R$ 1.091,11;R$ 71,57;R$ 8.894,21;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209388%29%20com%20Cr%C3%A9dito%20de%20R%24%2076.377%2C42%20e%20Entrada%20de%20R%24%2037.424%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
8011;Veículo;R$ 75.974,30;R$ 37.500,00;85;R$ 989,79;HS;-;R$ 1.085,35;R$ 74,04;R$ 4.360,31;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%208011%29%20com%20Cr%C3%A9dito%20de%20R%24%2075.974%2C30%20e%20Entrada%20de%20R%24%2037.500%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9043;Veículo;R$ 75.955,60;R$ 37.750,00;77;R$ 1.033,97;HS;-;R$ 1.085,08;R$ 70,06;R$ 10.510,05;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209043%29%20com%20Cr%C3%A9dito%20de%20R%24%2075.955%2C60%20e%20Entrada%20de%20R%24%2037.750%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9267;Veículo;R$ 75.860,44;R$ 37.172,00;77;R$ 1.037,35;HS;-;R$ 1.083,72;R$ 70,29;R$ 12.447,64;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209267%29%20com%20Cr%C3%A9dito%20de%20R%24%2075.860%2C44%20e%20Entrada%20de%20R%24%2037.172%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9244;Imóvel;R$ 75.782,25;R$ 37.617,00;141;R$ 608,23;HS;-;R$ 1.082,60;R$ 47,17;R$ 11.941,70;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209244%29%20com%20Cr%C3%A9dito%20de%20R%24%2075.782%2C25%20e%20Entrada%20de%20R%24%2037.617%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9047;Veículo;R$ 75.103,88;R$ 36.580,00;75;R$ 1.134,73;HS;-;R$ 1.072,91;R$ 74,89;R$ 6.613,20;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209047%29%20com%20Cr%C3%A9dito%20de%20R%24%2075.103%2C88%20e%20Entrada%20de%20R%24%2036.580%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9457;Imóvel;R$ 75.087,58;R$ 36.620,00;162;R$ 575,89;HS;-;R$ 1.072,68;R$ 51,31;R$ 5.545,26;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209457%29%20com%20Cr%C3%A9dito%20de%20R%24%2075.087%2C58%20e%20Entrada%20de%20R%24%2036.620%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9311;Veículo;R$ 74.970,03;R$ 36.574,00;76;R$ 1.183,38;HS;-;R$ 1.071,00;R$ 79,14;R$ 1.524,15;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209311%29%20com%20Cr%C3%A9dito%20de%20R%24%2074.970%2C03%20e%20Entrada%20de%20R%24%2036.574%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9317;Imóvel;R$ 74.764,30;R$ 37.072,00;111;R$ 866,26;HS;-;R$ 1.068,06;R$ 52,89;R$ 1.463,16;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209317%29%20com%20Cr%C3%A9dito%20de%20R%24%2074.764%2C30%20e%20Entrada%20de%20R%24%2037.072%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9285;Imóvel;R$ 74.665,72;R$ 36.590,00;155;R$ 591,86;HS;-;R$ 1.066,65;R$ 50,46;R$ 7.806,40;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209285%29%20com%20Cr%C3%A9dito%20de%20R%24%2074.665%2C72%20e%20Entrada%20de%20R%24%2036.590%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9049;Imóvel;R$ 74.658,97;R$ 36.780,00;168;R$ 533,18;HS;-;R$ 1.066,56;R$ 49,27;R$ 3.505,90;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209049%29%20com%20Cr%C3%A9dito%20de%20R%24%2074.658%2C97%20e%20Entrada%20de%20R%24%2036.780%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9316;Imóvel;R$ 74.515,18;R$ 36.978,00;108;R$ 884,14;HS;-;R$ 1.064,50;R$ 52,52;R$ 1.824,39;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209316%29%20com%20Cr%C3%A9dito%20de%20R%24%2074.515%2C18%20e%20Entrada%20de%20R%24%2036.978%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9112;Imóvel;R$ 74.335,56;R$ 35.610,00;167;R$ 544,27;HS;-;R$ 1.061,94;R$ 49,99;R$ 2.049,48;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209112%29%20com%20Cr%C3%A9dito%20de%20R%24%2074.335%2C56%20e%20Entrada%20de%20R%24%2035.610%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9108;Imóvel;R$ 74.282,25;R$ 35.610,00;166;R$ 584,70;HS;-;R$ 1.061,18;R$ 53,38;R$ 2.049,50;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209108%29%20com%20Cr%C3%A9dito%20de%20R%24%2074.282%2C25%20e%20Entrada%20de%20R%24%2035.610%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9203;Imóvel;R$ 74.054,47;R$ 35.610,00;163;R$ 582,46;HS;-;R$ 1.057,92;R$ 52,22;R$ 3.757,54;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209203%29%20com%20Cr%C3%A9dito%20de%20R%24%2074.054%2C47%20e%20Entrada%20de%20R%24%2035.610%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9007;Imóvel;R$ 73.894,05;R$ 35.620,00;165;R$ 582,91;HS;-;R$ 1.055,63;R$ 52,90;R$ 3.757,55;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209007%29%20com%20Cr%C3%A9dito%20de%20R%24%2073.894%2C05%20e%20Entrada%20de%20R%24%2035.620%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9333;Imóvel;R$ 73.700,85;R$ 35.606,00;167;R$ 550,33;HS;-;R$ 1.052,87;R$ 50,55;R$ 3.757,48;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209333%29%20com%20Cr%C3%A9dito%20de%20R%24%2073.700%2C85%20e%20Entrada%20de%20R%24%2035.606%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9225;Veículo;R$ 73.633,83;R$ 36.070,00;100;R$ 818,07;HS;-;R$ 1.051,91;R$ 71,99;R$ 8.340,95;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209225%29%20com%20Cr%C3%A9dito%20de%20R%24%2073.633%2C83%20e%20Entrada%20de%20R%24%2036.070%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9367;Veículo;R$ 73.626,88;R$ 36.077,00;54;R$ 1.414,64;HS;-;R$ 1.051,81;R$ 67,22;R$ 13.170,86;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209367%29%20com%20Cr%C3%A9dito%20de%20R%24%2073.626%2C88%20e%20Entrada%20de%20R%24%2036.077%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9427;Imóvel;R$ 73.005,54;R$ 35.605,00;170;R$ 546,64;HS;-;R$ 1.042,94;R$ 51,11;R$ 76.523,40;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209427%29%20com%20Cr%C3%A9dito%20de%20R%24%2073.005%2C54%20e%20Entrada%20de%20R%24%2035.605%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9221;Imóvel;R$ 72.968,40;R$ 35.290,00;118;R$ 725,71;HS;-;R$ 1.042,41;R$ 47,10;R$ 13.005,38;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209221%29%20com%20Cr%C3%A9dito%20de%20R%24%2072.968%2C40%20e%20Entrada%20de%20R%24%2035.290%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
8025;Imóvel;R$ 72.735,03;R$ 34.600,00;163;R$ 563,44;HS;-;R$ 1.039,07;R$ 50,51;R$ 2.049,54;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%208025%29%20com%20Cr%C3%A9dito%20de%20R%24%2072.735%2C03%20e%20Entrada%20de%20R%24%2034.600%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
8026;Imóvel;R$ 72.735,03;R$ 34.600,00;163;R$ 563,44;HS;-;R$ 1.039,07;R$ 50,51;R$ 2.049,54;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%208026%29%20com%20Cr%C3%A9dito%20de%20R%24%2072.735%2C03%20e%20Entrada%20de%20R%24%2034.600%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
7064;Imóvel;R$ 72.563,77;R$ 34.600,00;167;R$ 533,22;HS;-;R$ 1.036,63;R$ 48,98;R$ 1.366,30;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%207064%29%20com%20Cr%C3%A9dito%20de%20R%24%2072.563%2C77%20e%20Entrada%20de%20R%24%2034.600%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9021;Imóvel;R$ 72.528,92;R$ 34.620,00;166;R$ 567,39;HS;-;R$ 1.036,13;R$ 51,80;R$ 1.707,93;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209021%29%20com%20Cr%C3%A9dito%20de%20R%24%2072.528%2C92%20e%20Entrada%20de%20R%24%2034.620%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9204;Imóvel;R$ 72.376,17;R$ 35.290,00;130;R$ 687,93;HS;-;R$ 1.033,95;R$ 49,19;R$ 5.475,02;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209204%29%20com%20Cr%C3%A9dito%20de%20R%24%2072.376%2C17%20e%20Entrada%20de%20R%24%2035.290%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
8081;Imóvel;R$ 72.316,32;R$ 34.600,00;160;R$ 579,13;HS;-;R$ 1.033,09;R$ 50,96;R$ 1.755,90;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%208081%29%20com%20Cr%C3%A9dito%20de%20R%24%2072.316%2C32%20e%20Entrada%20de%20R%24%2034.600%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9450;Veículo;R$ 72.243,90;R$ 35.247,00;57;R$ 1.512,60;HS;-;R$ 1.032,06;R$ 75,87;R$ 1.926,44;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209450%29%20com%20Cr%C3%A9dito%20de%20R%24%2072.243%2C90%20e%20Entrada%20de%20R%24%2035.247%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
7082;Veículo;R$ 72.227,22;R$ 35.400,00;85;R$ 977,62;HS;-;R$ 1.031,82;R$ 73,13;R$ 4.640,00;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%207082%29%20com%20Cr%C3%A9dito%20de%20R%24%2072.227%2C22%20e%20Entrada%20de%20R%24%2035.400%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9109;Imóvel;R$ 72.179,44;R$ 34.600,00;166;R$ 569,77;HS;-;R$ 1.031,13;R$ 52,02;R$ 2.391,12;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209109%29%20com%20Cr%C3%A9dito%20de%20R%24%2072.179%2C44%20e%20Entrada%20de%20R%24%2034.600%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9045;Imóvel;R$ 71.807,26;R$ 34.640,00;175;R$ 528,01;HS;-;R$ 1.025,82;R$ 50,82;R$ 683,11;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209045%29%20com%20Cr%C3%A9dito%20de%20R%24%2071.807%2C26%20e%20Entrada%20de%20R%24%2034.640%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9331;Imóvel;R$ 71.621,40;R$ 34.600,00;166;R$ 575,71;HS;-;R$ 1.023,16;R$ 52,56;R$ 4.107,44;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209331%29%20com%20Cr%C3%A9dito%20de%20R%24%2071.621%2C40%20e%20Entrada%20de%20R%24%2034.600%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9227;Imóvel;R$ 71.541,92;R$ 34.600,00;177;R$ 527,71;HS;-;R$ 1.022,03;R$ 51,37;R$ 341,70;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209227%29%20com%20Cr%C3%A9dito%20de%20R%24%2071.541%2C92%20e%20Entrada%20de%20R%24%2034.600%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9166;Imóvel;R$ 71.398,96;R$ 34.520,00;125;R$ 599,39;HS;-;R$ 1.019,99;R$ 41,21;R$ 15.529,72;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209166%29%20com%20Cr%C3%A9dito%20de%20R%24%2071.398%2C96%20e%20Entrada%20de%20R%24%2034.520%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9187;Veículo;R$ 71.322,21;R$ 34.790,00;107;R$ 767,55;HS;-;R$ 1.018,89;R$ 72,27;R$ 4.874,00;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209187%29%20com%20Cr%C3%A9dito%20de%20R%24%2071.322%2C21%20e%20Entrada%20de%20R%24%2034.790%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9173;Imóvel;R$ 71.317,09;R$ 34.482,00;121;R$ 608,46;HS;-;R$ 1.018,82;R$ 40,49;R$ 16.995,15;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209173%29%20com%20Cr%C3%A9dito%20de%20R%24%2071.317%2C09%20e%20Entrada%20de%20R%24%2034.482%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9030;Veículo;R$ 71.004,82;R$ 34.650,00;110;R$ 744,59;HS;-;R$ 1.014,35;R$ 72,08;R$ 3.383,79;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209030%29%20com%20Cr%C3%A9dito%20de%20R%24%2071.004%2C82%20e%20Entrada%20de%20R%24%2034.650%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
